dataset,subject,pipeline,stressor,montage,fold,dropout_fraction,repeat,n_channels,n_dropped_channels,balanced_accuracy,roc_auc,brier_score,ece,selected_channels,session_train,session_test
BNCI2014-001,6,csp_lda,clean,all_channels,1,0.0,0,22,0,0.7068965517241379,0.7859690844233056,0.19487396463618453,0.14923659782933021,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.1,0,22,2,0.6551724137931034,0.7193816884661117,0.21533227269272648,0.10412450657742207,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.1,1,22,2,0.5,0.7074910820451843,0.46648783695501134,0.477467243553066,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.1,2,22,2,0.5,0.5434007134363853,0.4995619886579231,0.49930675404468117,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.1,3,22,2,0.6551724137931034,0.6837098692033293,0.2716787096410424,0.2643653906982389,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.1,4,22,2,0.5,0.7491082045184304,0.4955088352610478,0.4965666975126306,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.1,5,22,2,0.6379310344827587,0.6991676575505351,0.24141623865028738,0.21412252645144747,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.1,6,22,2,0.5,0.7158145065398336,0.3930564355149385,0.41168352920614143,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.1,7,22,2,0.5,0.7550535077288941,0.49988127588388204,0.4999299883483832,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.1,8,22,2,0.5,0.6694411414982163,0.49922069514888046,0.49944754281690884,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.1,9,22,2,0.5,0.6837098692033294,0.4774513916934747,0.4835099553401109,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.2,0,22,4,0.6551724137931034,0.6646848989298454,0.27698296430866126,0.2229652301114598,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.2,1,22,4,0.5,0.7633769322235434,0.49826868546886316,0.4987469582138073,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.2,2,22,4,0.5,0.6694411414982164,0.4999881580131947,0.4999920337321654,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.2,3,22,4,0.5,0.6135552913198572,0.49912325935024027,0.4994795632766924,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.2,4,22,4,0.5172413793103449,0.7312722948870393,0.4747409202433349,0.4818549291229935,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.2,5,22,4,0.5,0.5636147443519619,0.4999999993547552,0.4999999995585611,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.2,6,22,4,0.5,0.7158145065398336,0.49989181989567233,0.4999169050290102,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.2,7,22,4,0.5,0.708680142687277,0.49767254906797903,0.4986104728569629,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.2,8,22,4,0.5,0.6397146254458977,0.4399289033771312,0.46313475113214264,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.2,9,22,4,0.5,0.6956004756242569,0.49960270047931016,0.49974434352169006,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.3,0,22,7,0.6206896551724138,0.6944114149821642,0.2497541703123508,0.2257784044804081,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.3,1,22,7,0.6379310344827587,0.6623067776456599,0.26669025845851685,0.2064769348540142,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.3,2,22,7,0.5,0.629013079667063,0.4991644467126611,0.499291436513145,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.3,3,22,7,0.5,0.6242568370986921,0.4999850766738485,0.4999904999052349,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.3,4,22,7,0.5,0.5196195005945303,0.49998286514753026,0.4999739662613196,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.3,5,22,7,0.5,0.6837098692033293,0.49997605285984176,0.49998140452781226,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.3,6,22,7,0.5,0.708680142687277,0.4736730868144193,0.48081934000816395,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.3,7,22,7,0.5689655172413793,0.6694411414982164,0.28332986801485543,0.25235518551202957,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.3,8,22,7,0.5,0.6967895362663495,0.4853773887960422,0.4896911223182689,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.3,9,22,7,0.7068965517241379,0.7788347205707491,0.19473709699115888,0.13674105460756508,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.5,0,22,11,0.46551724137931033,0.48989298454221164,0.3452860953553614,0.2925455858017836,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.5,1,22,11,0.5,0.6242568370986921,0.4999985561958825,0.4999991768989268,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.5,2,22,11,0.5,0.6837098692033294,0.4998443097362943,0.4998765334267571,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.5,3,22,11,0.5,0.6016646848989298,0.4970463308350286,0.4969348461029114,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.5,4,22,11,0.5,0.5529131985731273,0.4914048729809649,0.4914720323821895,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.5,5,22,11,0.5517241379310345,0.595719381688466,0.357851359461179,0.3475337579355861,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.5,6,22,11,0.48275862068965514,0.6135552913198573,0.31824108647301363,0.3133051262190447,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.5,7,22,11,0.5172413793103449,0.6242568370986921,0.44446910863186023,0.45413324911225594,,,
BNCI2014-001,6,csp_lda,channel_dropout,all_channels,1,0.5,8,22,11,0.5,0.7003567181926279,0.4999998764681334,0.49999992050868947,,,
